Id,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
471,120,RL,6820,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,1488,GasA,TA,Y,1502,0,0,1502,1,0,1,1,1,1,Gd,4,Typ,0,NA,2,528,Y,0,54,0,0,140,0,NA,NA,NA,0,6,2010,WD,Normal,212000
472,60,RL,11952,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,6,1977,1977,Mansard,WdShake,WdShing,Plywood,TA,TA,CBlock,808,GasA,TA,Y,1161,808,0,1969,0,0,2,1,3,1,TA,8,Typ,1,Gd,2,534,Y,0,0,0,0,276,0,NA,NA,NA,0,11,2007,WD,Normal,190000
473,180,RM,3675,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,547,GasA,Ex,Y,1072,0,0,1072,1,0,1,0,2,1,TA,5,Typ,0,NA,2,525,Y,0,28,0,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,148000
474,20,RL,14977,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1976,GasA,Ex,Y,1976,0,0,1976,1,0,2,0,2,1,Gd,7,Typ,1,Ex,3,908,Y,250,63,0,0,0,0,NA,NA,NA,0,7,2007,New,Partial,440000
475,120,RL,5330,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,1494,GasA,Ex,Y,1652,0,0,1652,1,0,2,0,2,1,Ex,6,Typ,0,NA,2,499,Y,96,48,0,0,0,0,NA,NA,NA,0,8,2007,WD,Normal,251000
476,20,RL,8480,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,970,GasA,TA,Y,970,0,0,970,1,0,1,0,2,1,TA,5,Typ,0,NA,2,624,Y,0,24,0,0,192,0,NA,NA,NA,0,7,2007,WD,Normal,132500
477,20,RL,13125,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,1478,GasA,Ex,Y,1493,0,0,1493,1,0,2,0,3,1,Gd,7,Typ,1,TA,2,508,Y,140,39,0,0,0,0,NA,NA,NA,0,4,2008,WD,Normal,208900
478,60,RL,13693,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,2153,GasA,Ex,Y,2069,574,0,2643,0,0,2,1,3,1,Ex,9,Typ,1,Gd,3,694,Y,414,84,0,0,0,0,NA,NA,NA,0,3,2007,WD,Normal,380000
479,20,RL,10637,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1705,GasA,Ex,Y,1718,0,0,1718,1,0,2,0,3,1,Gd,7,Typ,1,Gd,3,826,Y,208,44,0,0,0,0,NA,NA,NA,0,9,2009,WD,Normal,297000
480,30,RM,5925,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1937,2000,Hip,CompShg,Stucco,Stucco,TA,TA,BrkTil,907,GasA,TA,Y,1131,0,0,1131,0,0,1,0,2,1,TA,7,Typ,0,NA,2,672,Y,0,72,0,0,0,0,NA,MnPrv,NA,0,3,2007,WD,Alloca,89471
481,20,RL,16033,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1833,GasA,Ex,Y,1850,0,0,1850,1,0,2,0,3,1,Gd,8,Typ,1,Gd,3,772,Y,519,112,0,0,0,0,NA,NA,NA,0,3,2006,WD,Normal,326000
482,20,RL,11846,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1792,GasA,Ex,Y,1792,0,0,1792,1,0,2,0,2,1,Ex,6,Typ,1,Gd,3,874,Y,206,49,0,0,0,0,NA,NA,NA,0,8,2006,WD,Normal,374000
483,70,RM,2500,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,2005,Gable,CompShg,Stucco,Stucco,Gd,TA,PConc,910,GasA,Ex,Y,916,910,0,1826,1,0,1,1,4,1,Ex,7,Min2,1,Gd,1,164,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,155000
484,120,RM,4500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,Twnhs,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,TA,TA,PConc,1216,GasA,Ex,Y,1216,0,0,1216,1,0,2,0,2,1,TA,5,Typ,0,NA,2,402,Y,0,125,0,0,0,0,NA,NA,NA,0,5,2006,WD,Normal,164000
485,20,RL,7758,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1962,2001,Gable,CompShg,HdBoard,Plywood,TA,Gd,CBlock,999,GasA,Gd,Y,999,0,0,999,1,0,1,0,3,1,Gd,6,Typ,0,NA,1,264,Y,0,132,0,0,0,0,NA,NA,NA,0,3,2007,WD,Normal,132500
486,20,RL,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,2007,Gable,CompShg,MetalSd,MetalSd,Gd,TA,CBlock,1113,GasA,Gd,Y,1113,0,0,1113,0,0,1,0,3,1,Gd,5,Typ,1,Gd,1,264,Y,0,80,120,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,147000
487,20,RL,10289,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,1073,GasA,TA,Y,1073,0,0,1073,1,0,1,1,3,1,TA,6,Typ,0,NA,2,515,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,156000
488,20,RL,12243,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1971,1971,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,1484,GasA,Gd,Y,1484,0,0,1484,0,0,2,0,3,1,TA,7,Typ,1,TA,2,487,Y,224,0,0,0,180,0,NA,NA,NA,0,2,2007,WD,Normal,175000
489,190,RL,10800,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1900,1970,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Fa,CBlock,954,GasA,TA,N,1766,648,0,2414,0,0,2,0,3,2,TA,10,Mod,1,Gd,2,520,N,142,0,0,0,0,0,NA,NA,NA,0,5,2006,ConLD,Normal,160000
490,180,RM,1526,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,8,1970,2002,Gable,CompShg,CemntBd,CmentBd,TA,Gd,CBlock,630,GasA,TA,Y,630,0,0,630,1,0,1,0,1,1,Gd,3,Typ,0,NA,1,286,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2009,WD,Normal,86000
491,160,RM,2665,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1976,1976,Gable,CompShg,CemntBd,CmentBd,TA,TA,PConc,264,GasA,TA,Y,616,688,0,1304,0,0,1,1,3,1,TA,4,Typ,1,Gd,1,336,Y,141,24,0,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,115000
492,50,RL,9490,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,806,GasA,TA,Y,958,620,0,1578,1,0,1,0,3,1,Fa,5,Typ,2,TA,1,240,Y,0,0,32,0,0,0,NA,MnPrv,NA,0,8,2006,WD,Normal,133000
493,60,RL,15578,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,728,GasA,Gd,Y,728,728,0,1456,0,0,2,1,3,1,TA,8,Typ,0,NA,2,429,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2006,New,Partial,172785
494,20,RL,7931,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,TA,TA,CBlock,1269,GasA,TA,Y,1269,0,0,1269,0,0,1,1,3,1,TA,6,Typ,1,Fa,1,308,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,155000
495,30,RM,5784,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,8,1938,1996,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,190,GasA,Gd,Y,886,0,0,886,0,0,1,0,2,1,TA,4,Typ,0,NA,1,273,Y,144,20,80,0,0,0,NA,NA,NA,0,12,2009,WD,Normal,91300
496,30,C (all),7879,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,720,GasA,TA,N,720,0,0,720,0,0,1,0,2,1,TA,4,Typ,0,NA,0,0,N,0,523,115,0,0,0,NA,GdWo,NA,0,11,2009,WD,Abnorml,34900
497,20,RL,12692,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1992,1993,Hip,CompShg,BrkFace,BrkFace,Gd,TA,PConc,3200,GasA,Ex,Y,3228,0,0,3228,1,0,3,0,4,1,Gd,10,Typ,1,Gd,2,546,Y,264,75,291,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,430000
498,50,RL,9120,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,6,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Gd,PConc,1026,GasA,Ex,Y,1133,687,0,1820,1,0,2,0,4,1,TA,8,Typ,0,NA,1,240,N,0,100,0,0,0,0,NA,GdPrv,NA,0,6,2008,WD,Normal,184000
499,20,RL,7800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2004,Hip,CompShg,HdBoard,HdBoard,TA,TA,PConc,864,GasA,Ex,Y,899,0,0,899,0,0,1,0,3,1,Gd,5,Typ,0,NA,1,288,Y,64,0,0,0,0,0,NA,MnPrv,NA,0,6,2009,WD,Normal,130000
500,20,RL,7535,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1985,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,912,GasA,Fa,Y,912,0,0,912,0,1,1,0,2,1,TA,5,Typ,0,NA,1,297,Y,12,285,0,0,0,0,NA,MnWw,Shed,480,6,2007,WD,Normal,120000
501,160,RM,1890,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,672,GasA,TA,Y,672,546,0,1218,0,0,1,1,3,1,TA,7,Typ,0,NA,1,264,Y,144,28,0,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,113000
502,60,FV,9803,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,866,GasA,Gd,Y,866,902,0,1768,0,0,2,1,3,1,Gd,7,Typ,0,NA,2,603,Y,0,108,0,0,0,0,NA,NA,NA,0,2,2008,WD,Normal,226700
503,20,RL,9170,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,1214,GasA,Ex,Y,1214,0,0,1214,1,0,1,0,2,1,TA,6,Typ,0,NA,2,461,Y,0,0,184,0,0,0,NA,GdPrv,Shed,400,4,2007,WD,Normal,140000
504,20,RL,15602,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,8,1959,1997,Gable,CompShg,BrkFace,Wd Sdng,TA,TA,CBlock,1501,GasA,TA,Y,1801,0,0,1801,1,0,2,0,1,1,TA,6,Typ,2,TA,2,484,Y,0,54,0,0,161,0,NA,GdWo,NA,0,3,2010,WD,Normal,289000
505,160,RL,2308,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1974,1974,Gable,CompShg,Plywood,Brk Cmn,TA,TA,CBlock,855,GasA,TA,Y,855,467,0,1322,0,1,2,1,3,1,TA,6,Typ,1,Fa,2,440,Y,260,0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,147000
506,90,RM,7596,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,Duplex,2Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,960,GasA,Gd,Y,960,1000,0,1960,0,0,2,0,4,2,TA,10,Typ,0,NA,2,400,N,0,0,0,0,0,0,NA,NA,NA,0,7,2009,COD,Normal,124500
507,60,RL,9554,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,777,GasA,Ex,Y,1065,846,0,1911,0,0,2,1,3,1,Gd,8,Typ,1,TA,2,471,Y,182,81,0,0,0,0,NA,NA,NA,0,9,2006,WD,Normal,215000
508,20,FV,7862,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1218,GasA,Ex,Y,1218,0,0,1218,0,0,2,0,2,1,Gd,4,Typ,0,NA,2,676,Y,0,102,0,0,0,0,NA,NA,NA,0,9,2009,New,Partial,208300
509,70,RM,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,9,1928,2005,Gambrel,CompShg,MetalSd,MetalSd,TA,Ex,BrkTil,689,GasA,Ex,Y,689,689,0,1378,0,0,2,0,3,1,Gd,7,Typ,1,Gd,2,360,N,0,0,116,0,0,0,NA,NA,NA,0,10,2008,WD,Normal,161000
510,20,RL,9600,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,1041,GasA,Ex,Y,1041,0,0,1041,1,0,1,0,3,1,TA,6,Typ,0,NA,1,270,Y,224,88,0,0,0,0,NA,MnPrv,NA,0,7,2009,WD,Normal,124500
511,20,RL,14559,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Hip,CompShg,Wd Sdng,Wd Sdng,Gd,TA,CBlock,1008,GasA,Ex,Y,1363,0,0,1363,1,0,1,0,2,1,TA,6,Min1,2,TA,1,288,Y,324,42,0,0,168,0,NA,NA,Shed,2000,6,2009,WD,Normal,164900
512,120,RL,6792,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1368,GasA,Ex,Y,1368,0,0,1368,0,0,2,0,2,1,Gd,6,Typ,1,Gd,2,474,Y,132,35,0,0,0,0,NA,NA,NA,0,3,2006,New,Partial,202665
513,20,RL,9100,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,864,GasA,TA,Y,864,0,0,864,1,0,1,0,3,1,TA,5,Typ,0,NA,2,624,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,129900
514,20,RL,9187,Pave,NA,Reg,Bnk,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,5,1983,1983,Gable,CompShg,VinylSd,VinylSd,TA,Gd,PConc,1084,GasA,TA,Y,1080,0,0,1080,0,0,1,1,3,1,TA,5,Typ,0,NA,2,484,Y,120,0,158,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,134000
515,45,RL,10594,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Unf,5,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,768,Grav,Fa,N,789,0,0,789,0,0,1,0,2,1,TA,5,Typ,0,NA,1,200,Y,0,0,112,0,0,0,NA,MnPrv,NA,0,6,2007,WD,Normal,96500
516,20,RL,12220,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2009,2009,Hip,CompShg,CemntBd,CmentBd,Ex,TA,CBlock,2006,GasA,Ex,Y,2020,0,0,2020,1,0,2,1,3,1,Ex,9,Typ,1,Gd,3,900,Y,156,54,0,0,0,0,NA,NA,NA,0,9,2009,New,Partial,402861
517,80,RL,10448,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,689,GasA,TA,Y,1378,741,0,2119,0,0,2,1,3,1,TA,7,Typ,1,TA,2,583,Y,0,104,0,0,0,0,NA,GdPrv,NA,0,8,2009,COD,Abnorml,158000
518,60,RL,10208,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1264,GasA,Ex,Y,1277,1067,0,2344,0,0,2,1,3,1,Gd,7,Typ,1,TA,3,889,Y,220,0,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,265000
519,60,RL,9531,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,794,GasA,Ex,Y,882,914,0,1796,1,0,2,1,3,1,TA,7,Typ,0,NA,2,546,Y,0,36,0,0,0,0,NA,MnPrv,NA,0,5,2007,WD,Normal,211000
520,70,RL,10918,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,1926,2004,Gambrel,CompShg,MetalSd,MetalSd,Gd,TA,BrkTil,1276,GasA,Ex,Y,1276,804,0,2080,0,0,1,1,3,1,Gd,9,Typ,2,Gd,1,282,Y,0,0,0,0,145,0,NA,MnPrv,NA,0,6,2009,WD,Normal,234000
521,190,RL,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,7,1900,2000,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,0,GasA,TA,N,694,600,0,1294,0,0,2,0,3,2,TA,7,Typ,0,NA,0,0,N,220,114,210,0,0,0,NA,NA,NA,0,8,2008,WD,Normal,106250
522,20,RL,11988,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1957,1957,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,1244,GasA,Ex,Y,1244,0,0,1244,0,0,1,1,3,1,TA,6,Typ,2,Gd,1,336,Y,0,40,0,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,150000
523,50,RM,5000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,6,7,1947,1950,Gable,CompShg,CemntBd,CmentBd,TA,Gd,CBlock,1004,GasA,Ex,Y,1004,660,0,1664,0,0,2,0,3,1,TA,7,Typ,2,Gd,2,420,Y,0,24,36,0,0,0,NA,NA,NA,0,10,2006,WD,Normal,159000
524,60,RL,40094,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,Edwards,PosN,PosN,1Fam,2Story,10,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Ex,TA,PConc,3138,GasA,Ex,Y,3138,1538,0,4676,1,0,3,1,3,1,Ex,11,Typ,1,Gd,3,884,Y,208,406,0,0,0,0,NA,NA,NA,0,10,2007,New,Partial,184750
525,60,RL,11787,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1379,GasA,Ex,Y,1383,1015,0,2398,1,0,2,1,3,1,Gd,8,Typ,1,TA,3,834,Y,239,60,0,0,0,0,NA,NA,NA,0,8,2007,WD,Normal,315750
526,20,FV,7500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1257,GasA,Ex,Y,1266,0,0,1266,0,0,2,0,3,1,Gd,6,Typ,1,TA,2,453,Y,38,144,0,0,0,0,NA,NA,NA,0,4,2006,WD,Normal,176000
527,20,RL,13300,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,928,GasA,TA,Y,928,0,0,928,0,0,1,0,2,1,TA,4,Typ,0,NA,1,252,Y,261,0,156,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,132000
528,60,RL,14948,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,1452,GasA,Ex,Y,1476,1237,0,2713,1,0,2,1,3,1,Ex,11,Typ,1,Gd,3,858,Y,126,66,0,0,0,0,NA,NA,NA,0,11,2008,New,Partial,446261
529,30,RL,9098,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1920,2002,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,528,GasA,Ex,Y,605,0,0,605,1,0,1,0,2,1,TA,5,Typ,0,NA,0,0,N,0,0,144,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,86000
530,20,RL,32668,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,3,1957,1975,Hip,CompShg,Wd Sdng,Stone,Gd,TA,PConc,2035,GasA,TA,Y,2515,0,0,2515,1,0,3,0,4,2,TA,9,Maj1,2,TA,2,484,Y,0,0,200,0,0,0,NA,NA,NA,0,3,2007,WD,Alloca,200624
531,80,RL,10200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,6,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,1461,GasA,Ex,Y,1509,0,0,1509,1,0,2,0,3,1,Gd,5,Typ,1,Fa,2,600,Y,224,0,0,0,0,0,NA,NA,NA,0,8,2008,WD,Abnorml,175000
532,70,RM,6155,Pave,NA,IR1,Lvl,AllPub,FR3,Gtl,BrkSide,RRNn,Feedr,1Fam,2Story,6,8,1920,1999,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,611,GasA,Ex,Y,751,611,0,1362,0,0,2,0,3,1,TA,6,Typ,0,NA,2,502,Y,0,0,84,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,128000
533,20,RL,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1955,2007,Gable,CompShg,VinylSd,VinylSd,TA,TA,Slab,0,GasA,Ex,Y,827,0,0,827,0,0,1,0,2,1,TA,5,Mod,1,Po,1,392,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,107500
534,20,RL,5000,Pave,NA,Reg,Low,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,1,3,1946,1950,Gable,CompShg,VinylSd,VinylSd,Fa,Fa,Slab,0,GasA,Fa,N,334,0,0,334,0,0,1,0,1,1,Fa,2,Typ,0,NA,0,0,N,0,0,0,0,0,0,NA,NA,NA,0,1,2007,WD,Normal,39300
535,60,RL,9056,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,707,GasA,Ex,Y,707,707,0,1414,0,0,2,1,3,1,Gd,6,Typ,1,Gd,2,403,Y,100,35,0,0,0,0,NA,NA,NA,0,10,2006,WD,Normal,178000
536,190,RL,7000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,2Story,5,7,1910,1991,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,1117,GasA,TA,Y,820,527,0,1347,1,0,1,0,3,1,TA,5,Typ,0,NA,0,0,N,85,0,148,0,0,0,NA,NA,NA,0,1,2008,WD,Normal,107500
537,60,RL,8924,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,880,GasA,Ex,Y,880,844,0,1724,0,0,2,1,3,1,Gd,8,Typ,0,NA,2,527,Y,120,155,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,188000
